metin,kategori,label,intent,intent_label,oncelik,oncelik_label,stil,kaynak
Sefer iptal uskudar yonunde aciklama yok,yolcu_hizmetleri,8,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
Peron cok kalabalik sisane yonlendirme yok,yolcu_hizmetleri,8,complaint,3,P3,2,yazim_yanlisi,relabel:openrouter
Anons yapilmiyor yolcular bilgisiz bekliyor topkapi,yolcu_hizmetleri,8,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
Tren gelmiyor esenler hatta gecikme var,yolcu_hizmetleri,8,complaint,3,P3,2,yazim_yanlisi,relabel:openrouter
Tarife hatasi karttan para cekilmiyor aksaray,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Yonlendirme tabelasi yanlis kirazli yolcu sasilmis,yolcu_hizmetleri,8,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
Seferler seyreltildi kadikoy yo gunluk saglam,yolcu_hizmetleri,8,complaint,3,P3,2,yazim_yanlisi,relabel:openrouter
Bilet makinesi calismiyo pendik nakit odeme yok,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Kapali gecis acilmiyor gayrettepe yolcu gec kalir,mekanik_istasyon,0,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Guvenlik personeli yok peron kontrolu yok levent,istasyon_guvenlik,6,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Anons sesi cok dusuk duyulmuyor 4levent,yolcu_hizmetleri,8,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
Sefer saatinde degil sanayi surekli gecikme,yolcu_hizmetleri,8,complaint,3,P3,2,yazim_yanlisi,relabel:openrouter
Yolcu dusmesi iptal duyuruldu itu hastane,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:openrouter
Engelli yolcu yardim personeli yok ataturkoto,yolcu_hizmetleri,8,complaint,3,P3,2,yazim_yanlisi,relabel:openrouter
Kapi arasi gecis kapali mecidiyekoy yolcu sikis,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Kart baslatma hatasi ucret alindi biletyok kiziltoprak,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Peron bos tren gelmedi bostanci bekliyoruz,yolcu_hizmetleri,8,complaint,3,P3,2,yazim_yanlisi,relabel:openrouter
Yonlendirme yok cikis bulunamadi kartal karisik,yolcu_hizmetleri,8,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
Sefer iptali anons edilmedi pendik sabah,yolcu_hizmetleri,8,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
Personel eksigi peron kapatildi uskudar acil,yolcu_hizmetleri,8,incident_report,1,P2,1,yazim_yanlisi,relabel:openrouter
Anons yanlis peron belirtildi sisane yolcu kaldi,yolcu_hizmetleri,8,complaint,3,P3,2,yazim_yanlisi,relabel:openrouter
Bilet iade edilmiyor hata kodu topkapi,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Tren icerisi bos sefer iptal esenler,yolcu_hizmetleri,8,complaint,3,P3,2,yazim_yanlisi,relabel:openrouter
Yo gun saatinde sefer yok yenikapi,yolcu_hizmetleri,8,complaint,3,P2,1,yazim_yanlisi,relabel:openrouter
Tabela karisik yon bulamiyoruz aksaray,yolcu_hizmetleri,8,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
Peron guvensiz personel goremedik kirazli,istasyon_guvenlik,6,complaint,3,P3,2,yazim_yanlisi,relabel:openrouter
Sefer gecikmesi surekli kadikoy aciklama isteniyor,yolcu_hizmetleri,8,information_request,2,P3,2,yazim_yanlisi,relabel:openrouter
Cikis kapisi acilmiyor personel yok pendik,mekanik_istasyon,0,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Yolcudan sikayet alinmiyor gayrettepe yetkili yok,yolcu_hizmetleri,8,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
Anons yok sessiz peron levent,yolcu_hizmetleri,8,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
Bilet kontrolu yok hucum oldu 4levent,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:openrouter
Sefer tarife degisti yolcu bilgilendirilmedi sanayi,yolcu_hizmetleri,8,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
Asansor yok engelli gecemiyor itu,mekanik_istasyon,0,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Peron capraz gecis kapali ataturkoto,mekanik_istasyon,0,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Kart okumuyor bilet cikmiyor kiziltoprak,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Yonlendirme personeli ayrildi bostanci yolcu yandi,yolcu_hizmetleri,8,complaint,3,P3,2,yazim_yanlisi,relabel:openrouter
Sefer iptal nedeni anlasilmiyor kartal,yolcu_hizmetleri,8,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
Yolcu dusmesi sefer iptal duyuru yok hacosman,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:openrouter
Acil durus yolcu panigi tren durdu merter,guvenlik_asayis_olay,9,incident_report,1,P1,0,yazim_yanlisi,relabel:openrouter
taksimde sefer gecikiyo neden belli degil,yolcu_hizmetleri,8,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
sisane sefer iptal anons yok,yolcu_hizmetleri,8,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
sirinevler tarife hatasi ucret fazla alindi,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
kartal peron dolu yolcu yonlendirme yok,yolcu_hizmetleri,8,complaint,3,P2,1,yazim_yanlisi,relabel:openrouter
leventte yanlis anons yolcu kaldi peronda,yolcu_hizmetleri,8,complaint,3,P2,1,yazim_yanlisi,relabel:openrouter
yenikapi personel az cikis yonetilmiyor,yolcu_hizmetleri,8,complaint,3,P3,2,yazim_yanlisi,relabel:openrouter
kadikoy kayip esya proseduru calismiyo,guvenlik_asayis_olay,9,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
haciosman seferler seyrelti sabah yogunlugunda,yolcu_hizmetleri,8,complaint,3,P2,1,yazim_yanlisi,relabel:openrouter
gayrettepe tabela karisik yolcu yanlis yon,yolcu_hizmetleri,8,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
bostanci gecikme anonsu yok yolcu bekliyor,yolcu_hizmetleri,8,complaint,3,P4,3,yazim_yanlisi,relabel:openrouter
aralikcesme aktarma tarife hatasi ucret aldi,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
Sefer iptal Levent,yolcu_hizmetleri,8,complaint,3,P3,2,cok_kisa,relabel:openrouter
Tarife hatası biletmatik,elektronik_sistemler,4,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Anons yok Taksim,yolcu_hizmetleri,8,complaint,3,P4,3,cok_kisa,relabel:openrouter
Peron kalabalık Kirazlı,yolcu_hizmetleri,8,complaint,3,P2,1,cok_kisa,relabel:openrouter
Yolcu düşmesi gecikme,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Personel eksikliği çıkış,yolcu_hizmetleri,8,complaint,3,P3,2,cok_kisa,relabel:openrouter
Yanlış tabela yönlendirme,yolcu_hizmetleri,8,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Sefer gecikmesi şimdi,yolcu_hizmetleri,8,complaint,3,P3,2,cok_kisa,relabel:openrouter
Biletmatik arıza Topkapı,elektronik_sistemler,4,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Kayıp eşya bildirildi,guvenlik_asayis_olay,9,incident_report,1,P4,3,cok_kisa,relabel:openrouter
Yolcu yönlendirme kaos,yolcu_hizmetleri,8,complaint,3,P2,1,cok_kisa,relabel:openrouter
Sefer sayısı azaltıldı,yolcu_hizmetleri,8,complaint,3,P2,1,cok_kisa,relabel:openrouter
Anons eksik bilgilendirme,yolcu_hizmetleri,8,complaint,3,P4,3,cok_kisa,relabel:openrouter
Turnike geçiş sıkışıklığı,mekanik_istasyon,0,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Vardiya değişimi gecikme,yolcu_hizmetleri,8,complaint,3,P3,2,cok_kisa,relabel:openrouter
Yolcu hastalığı müdahale,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Kapalı peron değişikliği,yolcu_hizmetleri,8,complaint,3,P3,2,cok_kisa,relabel:openrouter
Bilet kontrolü yoğunluk,yolcu_hizmetleri,8,complaint,3,P3,2,cok_kisa,relabel:openrouter
Bilgi ekranı boş,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Acil durum anonsu,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Yolcu çekilme engeli,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Sefer seyreltilmiş akşam,yolcu_hizmetleri,8,complaint,3,P4,3,cok_kisa,relabel:openrouter
Asansör yönlendirme işaret,yolcu_hizmetleri,8,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Engelli yolcu rampası,mekanik_istasyon,0,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Bisiklet taşıma reddi,yolcu_hizmetleri,8,complaint,3,P4,3,cok_kisa,relabel:openrouter
Güvenlik kontrolü gecikme,istasyon_guvenlik,6,complaint,3,P3,2,cok_kisa,relabel:openrouter
Yolcu şikayeti kayıt,yolcu_hizmetleri,8,complaint,3,P4,3,cok_kisa,relabel:openrouter
Servis başlangıcı gecikti,yolcu_hizmetleri,8,complaint,3,P2,1,cok_kisa,relabel:openrouter
Son sefer kalkış,yolcu_hizmetleri,8,information_request,2,P4,3,cok_kisa,relabel:openrouter
Yolcu kaçağı cezası,guvenlik_asayis_olay,9,incident_report,1,P3,2,cok_kisa,relabel:openrouter
Bilet iade talebi,elektronik_sistemler,4,information_request,2,P4,3,cok_kisa,relabel:openrouter
Çocuk kaybı bildirildi,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Yolcu eşyası peron,guvenlik_asayis_olay,9,incident_report,1,P3,2,cok_kisa,relabel:openrouter
Kapı arası sıkışma,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Yolcu alkollü müdahale,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Hava durumu sefer,yolcu_hizmetleri,8,information_request,2,P4,3,cok_kisa,relabel:openrouter
Yolcu paniği peron,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Bilgi deskiboş personel,yolcu_hizmetleri,8,complaint,3,P3,2,cok_kisa,relabel:openrouter
Sefer birleştirme kararı,yolcu_hizmetleri,8,information_request,2,P3,2,cok_kisa,relabel:openrouter
Sefer gecikmesi Kirazlı,yolcu_hizmetleri,8,complaint,3,P3,2,cok_kisa,relabel:openrouter
Anons yapilmadi Yenikapi,yolcu_hizmetleri,8,complaint,3,P3,2,cok_kisa,relabel:openrouter
Peron kalabaligi Uzuncayir,yolcu_hizmetleri,8,information_request,2,P3,2,cok_kisa,relabel:openrouter
Yolcu yonlendirme hatasi Atakoy,yolcu_hizmetleri,8,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Sefer iptal yazdirilmedi,yolcu_hizmetleri,8,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Personel eksikligi sefer,yolcu_hizmetleri,8,fault_report,0,P2,1,cok_kisa,relabel:openrouter
Kapi kapatilamadi gecikme,arac_tren,2,fault_report,0,P2,1,cok_kisa,relabel:openrouter
Yanlis yon anonsu,yolcu_hizmetleri,8,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Gecikme nedeni bilinmiyor,yolcu_hizmetleri,8,information_request,2,P4,3,cok_kisa,relabel:openrouter
Yolcu dusmesi müdahale,guvenlik_asayis_olay,9,incident_report,1,P1,0,cok_kisa,relabel:openrouter
Biletmatik ucret almiyor,elektronik_sistemler,4,fault_report,0,P3,2,cok_kisa,relabel:openrouter
Taksim güney çıkış tavanından su damlaması başladı.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Yenikapı Marmaray transfer tüneli segment arası sızıntısı.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Şişhane peron duvar fayanslarda çoklu çatlak tespit edildi.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:openrouter
Vezneciler bilet holü zeminde çökme ve çatlak.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Gayrettepe M2 peron korkuluk bağlantı demiri söküldü.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Ayrılıkçeşme tünel drenaj borusu tıkanıklığı sel basmasına neden oldu.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Kadıköy istasyon asansör kuyusuna yeraltı suyu girdi.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Üsküdar M5 tüneli duvarından basınçlı su sıçraması.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:openrouter
Levent M6 peron tavanında sıva dökülmesi raporlandı.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:openrouter
İTÜ-Ayazağa güney merdiven basamağı kırık ve çökük.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:openrouter
Hacıosman tünel döşeme fayanslarda yer yer patlamalar var.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:openrouter
Atatürk Oto Sanayi peron duvarı nemlenme ve küflenme.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:openrouter
Zeytinburnu geçiş merdiveni korkuluk sabitlemesi kopuk durumda.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Bağcılar Meydan tünel invert betonunda çatlak ilerlemesi.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Kirazlı M3 peron tavan panosu su ile çöktü.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:openrouter
Olimpiyat istasyon giriş katı zeminde su birikmesi.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Mahmutbey M7 tüneli segment contası su geçiriyor.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Başakşehir peron duvarında inşaat kalite kusuru çatlak.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:openrouter
Bostancı Marmaray transfer koridoru tavanından yağmur suyu.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Kartal M4 peron zemini alt yapı nedenli çökme.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:openrouter
Tavşantepe tünel havalandırma şaftı etrafından su sızıntısı.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Pendik istasyon kuzey çıkış merdiveni basamakları sökülmüş.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Sabiha Gökçen M4 tünel duvar fayans dökülmeleri devam ediyor.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Ümraniye M8 peron tavan panosu su hasarı aldı.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:openrouter
Çekmeköy tünel döşemesinde çatlak ve su çıkışı.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Sultanbeyli M8 viyadük dilatasyon boşluğundan su kaçağı.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Dudullu M5 peron duvarına monte panonun kopması.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Dudullu asansör kuyusunda su birikmesi tespit edildi.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
İMES viyadük kolumu alt geçit tavanı sızıntılı.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Göztepe M4 peron zemin döşemesi fayans kalkması.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:openrouter
Kozyatağı tünel duvarından mineral birikimli su akışı.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Yenisahra istasyon geçiş katı tavan sıva dökülmesi.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Kocamustafapaşa Marmaray peron tavanından sürekli damlama.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Sirkeci Marmaray tünel segment arası jelatinöz su çıkışı.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Kazlıçeşme Marmaray güney başlangıç duvar çatlak genişlemesi.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Bakırköy Marmaray peron korkuluk direği betondan kırık.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Ataköy Marmaray tünel drenaj kanalı çamurla tıklı.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Yenibosna M1 peron duvar fayanslarda beyazlatma ve çatlak.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:openrouter
İkitelli M9 tünel invert betonunda çatlak ve sızıntı.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Ziya Gökalp M9 istasyon giriş katı zemin çökmesi.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:openrouter
Şişli istasyon bilet holü tavan panellerinde su birikmesi ve sızıntı tespit edildi.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Levent M2 peron duvarında fayans dökülmeleri ve arkasında nemlenme gözleniyor.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Uzunçayır istasyon giriş koridoru zemin dilatasyonundan su çıkışı artıyor.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Kirazlı M3 tünel segment aralarından sürekli su damlaması devam ediyor.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
"Yenikapı Marmaray transfer merdiveni basamak kaplamaları sökülmüş, beton aşındı.",altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Ayrılıkçeşme M4 peron tavanından betonarme taşkınlığı ve demir gondajı görünüyor.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:openrouter
Gayrettepe M11 çıkış yapısı duvarında dikey çatlak ve sıva dökülmesi var.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Kadıköy M4 tüneli invert döşemesinde çatlak ve su basıncı ile çıkış mevcut.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
"Mahmutbey M7 istasyon asansör kuyusu drenaj pomrası arızalı, su birikiyor.",altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:openrouter
Bağcılar Meydan peron duvar korkuluğu beton kırılması nedeniyle devrilme riski taşıyor.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:openrouter
Vezneciler güney çıkış tavanından su damlıyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Ataköy bilet holü duvar sıvası dökülüyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Şişhane kuzey geçit tavan paneli çatlak,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Mecidiyeköy M7 tünel duvarı nemlenme var,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Yenikapı marmaray bağlantı merdiven basamağı kırık,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Levent M2 viyadukt ray altı betonu çatlak,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
Gayrettepe çıkış koridoru fayanslar sökülüyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Kağıthane tünel içi drenaj tıkanıklığı yaşanıyor,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
Beşiktaş kazı alanı zeminde çökme gözlemlendi,altyapi_insaat,10,fault_report,0,P1,0,devrik,relabel:openrouter
Mahmutbey bilet matik duvarı yanında çatlak,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Esenler otobüs terminali geçişi tavanda yağmur suyu,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Oturakçı tünel arka duvarında sızıntı devam ediyor,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
Kirazlı depoya gidiş yolu merdiveni çökmüş,altyapi_insaat,10,fault_report,0,P1,0,devrik,relabel:openrouter
Bağcılar Meydan çıkış korkuluğu betondan kopmuş,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
Topkapı geçiş katı duvar altı ıslak,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Emniyet-Fatih tünel tavanından kaçak var,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
Aksaray yönlü tünel duvarında alg oluşumu,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:openrouter
Haliç metrobüs geçişi merdiven kaplaması söküldü,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Sıhhiye alt geçit tavan koruganı döküldü,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
Kızılay M4 peron duvarında şırıltılı sızıntı,altyapi_insaat,10,fault_report,0,P1,0,devrik,relabel:openrouter
Demetevler çıkış merdiveni son basamak kırık,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Hastane-Adliye tünel ray arası betonarme çatlak,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
Soğanlık yeni istasyon asansör hücresi ıslak,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
Kartal yönlü viyadukt direk altı beton hasarlı,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
Tavşantepe geçiş koridoru zemin fayansı patladı,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Pendik marmaray bağlantı rampasında su birikiyor,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
Yakacık-Adliye tünel havalandırma şaftı sızıntılı,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
Çekmeköy son istasyon tavan paneli devrildi,altyapi_insaat,10,fault_report,0,P1,0,devrik,relabel:openrouter
Ümraniye M5 peron duvarı sıva dökülmesi,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Çarşı giriş merdiveni betonarme çatladı,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
Yamanevler çıkış catlası altından su geliyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Atakent bilet holü tavanında nem lekesi,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:openrouter
Bahariye geçidi duvar fayansı kırık parça var,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Kozyatağı M8 tünel drenaj borusu tıklı,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
İçerenköy asansör kuyu pompa çalışmıyor su doldu,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
Altunizade M5-M12 geçiş koridoru tavanı ıslak,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Kozyatağı peron arkası duvar çatlak büyüdü,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:openrouter
Bostancı marmaray geçiş merdiveni basamak söküldü,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Küçükyalı tünel duvarında mineralleşme ve nem,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:openrouter
Maltepe istasyon güney kafes korkuluk kırık,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Huzurevi çıkış catlası suyu içeri kaçıyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Güzelyalı yönlü viyadukt dilasyon suyu alıyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Kartal tünel duvarından su sızıntısı,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Sanayi Mahallesi peron duvarı fayans dökülüyor,altyapi_insaat,10,fault_report,0,P1,0,devrik,relabel:openrouter
Esenler çıkış merdiveni basamak betonu kırık,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Kadıköy bilet holü mazgal tıkanıklığı su birikti,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Gayrettepe tavan panel aralığından yağmur suyu,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:openrouter
Yenikapı yönlendirme duvarı çatlak ilerliyor,altyapi_insaat,10,fault_report,0,P1,0,devrik,relabel:openrouter
Üsküdar asansör kuyusu su doldu pompa arızalı,altyapi_insaat,10,fault_report,0,P1,0,devrik,relabel:openrouter
Hacıosman peron korkuluk duvardan söküldü,altyapi_insaat,10,fault_report,0,P1,0,devrik,relabel:openrouter
bagcilar istasyon tunel duvarindan su damliyo,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
kartal peron tavan siva dokulmesi basladi,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
taksim transfer koridor zeminde buyuk cukur olustu,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
topkapi asansor kuyusuna yagmur suyu giris yapti,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
sisli peron duvar fayanslari patlayarak dusuyor,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
mecidiyekoy m2 tunel segment arasi sizintisi artiyor,altyapi_insaat,10,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
kadikoy ust gecit korkuluk baglanti demiri kopuk,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
yenikapi marmaray giris merdiven basamak betonu ctlak,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
haciosman istasyon tavan panelinden su birikmesi var,altyapi_insaat,10,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
levent peron kenari drenaj tikanik su tasmasi,altyapi_insaat,10,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
gayrettepe tavan izolasyon hasari nemlenme yayiliyor,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
kagithane cikis yolundaki duvar siva dokumu,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
mahmutbey peron zemin dilatasyon catlasi genisliyor,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
kirazli asansor kapi ondu duvar sizinti alg,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
olimpiyat tunel ici ray temeli cokme belirtisi,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
basaksehir istasyon tuvalet girisi tavan damlasi,altyapi_insaat,10,fault_report,0,P4,3,yazim_yanlisi,relabel:openrouter
ataturk havalimani park yeri rampada beton curumesi,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
ayrilikcesme tunel fan odasi duvar catlagi,altyapi_insaat,10,fault_report,0,P2,1,yazim_yanlisi,relabel:openrouter
4 levent peron duvar zeminde buyuk nem lekesi,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
uskudar metro merdiven basamak alt kapagi sokuldu,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:openrouter
vezneciler peron tavan betonarme donati gorunuyor,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:openrouter
